match_id,event_type,iso_time,elapsed_sec,loop_seq,strategy_a,strategy_b,score_a,score_b,leader,factory_owner,detail
attack_vs_defend_20260526_174340_r1m2,LEAD_CHANGE,2026-05-26T11:29:33+00:00,2339.0,75,attack,defend,96575,96213,A,A,A overtakes B (+362)
attack_vs_defend_20260526_174340_r1m2,LEAD_CHANGE,2026-05-26T11:31:07+00:00,2433.0,78,attack,defend,98750,101932,B,B,B overtakes A (+3182)
attack_vs_defend_20260526_174340_r1m2,FACTORY_CAPTURE,2026-05-26T11:31:07+00:00,2433.0,78,attack,defend,98750,101932,B,B,Factory: a -> B
attack_vs_defend_20260526_174340_r1m2,LEAD_CHANGE,2026-05-26T11:32:09+00:00,2495.0,80,attack,defend,103066,101932,A,B,A overtakes B (+1134)
attack_vs_defend_20260526_174340_r1m2,LEAD_CHANGE,2026-05-26T11:32:40+00:00,2526.0,81,attack,defend,105298,105363,B,B,B overtakes A (+65)
attack_vs_defend_20260526_174340_r1m2,LEAD_CHANGE,2026-05-26T11:33:11+00:00,2557.0,82,attack,defend,107550,105633,A,B,A overtakes B (+1917)
attack_vs_defend_20260526_174340_r1m2,FACTORY_CAPTURE,2026-05-26T11:36:19+00:00,2745.0,88,attack,defend,115683,112033,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r1m2,FACTORY_CAPTURE,2026-05-26T11:39:57+00:00,2963.0,95,attack,defend,135938,116930,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r1m2,FACTORY_CAPTURE,2026-05-26T11:45:11+00:00,3276.0,105,attack,defend,158367,120165,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r1m2,FACTORY_CAPTURE,2026-05-26T11:50:23+00:00,3589.0,115,attack,defend,182831,125851,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r1m2,MATCH_END,2026-05-26T11:50:33+00:00,3589.0,115,attack,defend,182831,125851,A,B,winner=A +56980
attack_vs_defend_20260526_174340_r2m1,MATCH_START,2026-05-26T11:54:14+00:00,0.0,0,attack,defend,0,0,TIE,NEUTRAL,match started
attack_vs_defend_20260526_174340_r2m1,LEAD_CHANGE,2026-05-26T11:57:52+00:00,218.0,7,attack,defend,6020,6240,B,NEUTRAL,B overtakes A (+220)
attack_vs_defend_20260526_174340_r2m1,LEAD_CHANGE,2026-05-26T11:58:23+00:00,249.0,8,attack,defend,9830,6860,A,NEUTRAL,A overtakes B (+2970)
attack_vs_defend_20260526_174340_r2m1,LEAD_CHANGE,2026-05-26T11:58:54+00:00,280.0,9,attack,defend,10790,14040,B,NEUTRAL,B overtakes A (+3250)
attack_vs_defend_20260526_174340_r2m1,LEAD_CHANGE,2026-05-26T12:02:02+00:00,468.0,15,attack,defend,17230,16680,A,NEUTRAL,A overtakes B (+550)
attack_vs_defend_20260526_174340_r2m1,FACTORY_CAPTURE,2026-05-26T12:13:59+00:00,1185.0,38,attack,defend,49848,35597,A,B,Factory: neutral -> B
attack_vs_defend_20260526_174340_r2m1,FACTORY_CAPTURE,2026-05-26T12:18:09+00:00,1435.0,46,attack,defend,63130,47657,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r2m1,FACTORY_CAPTURE,2026-05-26T12:21:47+00:00,1653.0,53,attack,defend,81897,50298,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r2m1,FACTORY_CAPTURE,2026-05-26T12:31:09+00:00,2215.0,71,attack,defend,106678,80634,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r2m1,FACTORY_CAPTURE,2026-05-26T12:43:07+00:00,2933.0,94,attack,defend,152030,98288,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r2m1,FACTORY_CAPTURE,2026-05-26T12:46:46+00:00,3152.0,101,attack,defend,167382,110351,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r2m1,FACTORY_CAPTURE,2026-05-26T12:49:54+00:00,3340.0,107,attack,defend,182208,120527,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r2m1,FACTORY_CAPTURE,2026-05-26T12:52:30+00:00,3496.0,112,attack,defend,190025,125524,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r2m1,MATCH_END,2026-05-26T12:54:13+00:00,3589.0,115,attack,defend,197666,132541,A,A,winner=A +65125
attack_vs_defend_20260526_174340_r2m2,MATCH_START,2026-05-26T12:57:51+00:00,0.0,0,attack,defend,0,0,TIE,NEUTRAL,match started
attack_vs_defend_20260526_174340_r2m2,LEAD_CHANGE,2026-05-26T13:01:30+00:00,219.0,7,attack,defend,0,12690,B,NEUTRAL,B overtakes A (+12690)
attack_vs_defend_20260526_174340_r2m2,FACTORY_CAPTURE,2026-05-26T13:12:56+00:00,905.0,29,attack,defend,21616,47951,B,B,Factory: neutral -> B
attack_vs_defend_20260526_174340_r2m2,FACTORY_CAPTURE,2026-05-26T13:19:10+00:00,1279.0,41,attack,defend,27894,87277,B,A,Factory: b -> A
attack_vs_defend_20260526_174340_r2m2,FACTORY_CAPTURE,2026-05-26T13:22:48+00:00,1497.0,48,attack,defend,36112,76361,B,B,Factory: a -> B
attack_vs_defend_20260526_174340_r2m2,FACTORY_CAPTURE,2026-05-26T13:26:58+00:00,1747.0,56,attack,defend,50678,87849,B,A,Factory: b -> A
attack_vs_defend_20260526_174340_r2m2,FACTORY_CAPTURE,2026-05-26T13:32:10+00:00,2059.0,66,attack,defend,64713,98956,B,B,Factory: a -> B
attack_vs_defend_20260526_174340_r2m2,FACTORY_CAPTURE,2026-05-26T13:41:00+00:00,2589.0,83,attack,defend,106020,108572,B,A,Factory: b -> A
attack_vs_defend_20260526_174340_r2m2,LEAD_CHANGE,2026-05-26T13:42:34+00:00,2683.0,86,attack,defend,111203,108572,A,A,A overtakes B (+2631)
attack_vs_defend_20260526_174340_r2m2,FACTORY_CAPTURE,2026-05-26T13:50:53+00:00,3182.0,102,attack,defend,155349,121258,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r2m2,FACTORY_CAPTURE,2026-05-26T13:52:27+00:00,3276.0,105,attack,defend,161413,123629,A,B,Factory: neutral -> B
attack_vs_defend_20260526_174340_r2m2,MATCH_END,2026-05-26T13:57:51+00:00,3588.0,115,attack,defend,171038,136519,A,B,winner=A +34519
attack_vs_defend_20260526_174340_r3m1,MATCH_START,2026-05-26T14:01:29+00:00,0.0,0,attack,defend,0,0,TIE,NEUTRAL,match started
attack_vs_defend_20260526_174340_r3m1,LEAD_CHANGE,2026-05-26T14:04:36+00:00,187.0,6,attack,defend,6060,0,A,NEUTRAL,A overtakes B (+6060)
attack_vs_defend_20260526_174340_r3m1,FACTORY_CAPTURE,2026-05-26T14:16:34+00:00,905.0,29,attack,defend,49728,14544,A,A,Factory: neutral -> A
attack_vs_defend_20260526_174340_r3m1,FACTORY_CAPTURE,2026-05-26T14:22:48+00:00,1279.0,41,attack,defend,81660,21455,A,B,Factory: neutral -> B
attack_vs_defend_20260526_174340_r3m1,FACTORY_CAPTURE,2026-05-26T14:30:36+00:00,1747.0,56,attack,defend,101913,37530,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r3m1,FACTORY_CAPTURE,2026-05-26T14:35:17+00:00,2028.0,65,attack,defend,127164,44244,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r3m1,FACTORY_CAPTURE,2026-05-26T14:38:55+00:00,2246.0,72,attack,defend,147195,52569,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r3m1,FACTORY_CAPTURE,2026-05-26T14:42:34+00:00,2465.0,79,attack,defend,153092,55450,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r3m1,FACTORY_CAPTURE,2026-05-26T14:46:12+00:00,2683.0,86,attack,defend,160393,66481,A,A,Factory: neutral -> A
attack_vs_defend_20260526_174340_r3m1,FACTORY_CAPTURE,2026-05-26T14:47:15+00:00,2746.0,88,attack,defend,163027,67832,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r3m1,FACTORY_CAPTURE,2026-05-26T14:48:17+00:00,2808.0,90,attack,defend,165843,69978,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r3m1,FACTORY_CAPTURE,2026-05-26T14:55:03+00:00,3214.0,103,attack,defend,199190,78331,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r3m1,FACTORY_CAPTURE,2026-05-26T15:00:16+00:00,3526.0,113,attack,defend,224019,90581,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r3m1,MATCH_END,2026-05-26T15:01:29+00:00,3589.0,115,attack,defend,226209,90836,A,A,winner=A +135373
attack_vs_defend_20260526_174340_r3m2,MATCH_START,2026-05-26T15:05:08+00:00,0.0,0,attack,defend,0,0,TIE,NEUTRAL,match started
attack_vs_defend_20260526_174340_r3m2,LEAD_CHANGE,2026-05-26T15:08:16+00:00,189.0,6,attack,defend,0,3010,B,NEUTRAL,B overtakes A (+3010)
attack_vs_defend_20260526_174340_r3m2,LEAD_CHANGE,2026-05-26T15:09:18+00:00,251.0,8,attack,defend,9340,8620,A,NEUTRAL,A overtakes B (+720)
attack_vs_defend_20260526_174340_r3m2,FACTORY_CAPTURE,2026-05-26T15:19:41+00:00,874.0,28,attack,defend,44726,20341,A,A,Factory: neutral -> A
attack_vs_defend_20260526_174340_r3m2,FACTORY_CAPTURE,2026-05-26T15:24:53+00:00,1186.0,38,attack,defend,72793,22627,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r3m2,FACTORY_CAPTURE,2026-05-26T15:28:32+00:00,1404.0,45,attack,defend,91565,26415,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r3m2,FACTORY_CAPTURE,2026-05-26T15:33:43+00:00,1716.0,55,attack,defend,101811,37763,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r3m2,FACTORY_CAPTURE,2026-05-26T15:35:17+00:00,1810.0,58,attack,defend,101824,46720,A,B,Factory: neutral -> B
attack_vs_defend_20260526_174340_r3m2,FACTORY_CAPTURE,2026-05-26T15:37:22+00:00,1935.0,62,attack,defend,108457,60620,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r3m2,FACTORY_CAPTURE,2026-05-26T15:41:32+00:00,2185.0,70,attack,defend,125250,66465,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r3m2,FACTORY_CAPTURE,2026-05-26T15:49:20+00:00,2653.0,85,attack,defend,147853,76700,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r3m2,FACTORY_CAPTURE,2026-05-26T15:53:30+00:00,2902.0,93,attack,defend,169569,78637,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r3m2,FACTORY_CAPTURE,2026-05-26T16:00:46+00:00,3339.0,107,attack,defend,193228,95553,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r3m2,FACTORY_CAPTURE,2026-05-26T16:03:54+00:00,3526.0,113,attack,defend,203071,97532,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r3m2,MATCH_END,2026-05-26T16:05:07+00:00,3589.0,115,attack,defend,207501,98482,A,B,winner=A +109019
attack_vs_defend_20260526_174340_r4m1,MATCH_START,2026-05-26T16:08:43+00:00,0.0,0,attack,defend,0,0,TIE,NEUTRAL,match started
attack_vs_defend_20260526_174340_r4m1,LEAD_CHANGE,2026-05-26T16:12:52+00:00,249.0,8,attack,defend,3180,0,A,NEUTRAL,A overtakes B (+3180)
attack_vs_defend_20260526_174340_r4m1,FACTORY_CAPTURE,2026-05-26T16:25:20+00:00,997.0,32,attack,defend,56892,20154,A,A,Factory: neutral -> A
attack_vs_defend_20260526_174340_r4m1,FACTORY_CAPTURE,2026-05-26T16:26:54+00:00,1091.0,35,attack,defend,75136,19478,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r4m1,FACTORY_CAPTURE,2026-05-26T16:31:35+00:00,1372.0,44,attack,defend,96467,26445,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r4m1,FACTORY_CAPTURE,2026-05-26T16:35:45+00:00,1622.0,52,attack,defend,100696,33360,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r4m1,FACTORY_CAPTURE,2026-05-26T16:39:54+00:00,1871.0,60,attack,defend,122025,39735,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r4m1,FACTORY_CAPTURE,2026-05-26T16:45:06+00:00,2183.0,70,attack,defend,139348,54300,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r4m1,FACTORY_CAPTURE,2026-05-26T16:48:13+00:00,2370.0,76,attack,defend,143903,60621,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r4m1,FACTORY_CAPTURE,2026-05-26T16:57:04+00:00,2900.0,93,attack,defend,189868,70275,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r4m1,FACTORY_CAPTURE,2026-05-26T17:02:47+00:00,3244.0,104,attack,defend,209119,83478,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r4m1,FACTORY_CAPTURE,2026-05-26T17:07:28+00:00,3525.0,113,attack,defend,240150,88192,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r4m1,MATCH_END,2026-05-26T17:08:42+00:00,3587.0,115,attack,defend,238902,89722,A,B,winner=A +149180
attack_vs_defend_20260526_174340_r4m2,MATCH_START,2026-05-26T17:12:19+00:00,0.0,0,attack,defend,0,0,TIE,NEUTRAL,match started
attack_vs_defend_20260526_174340_r4m2,LEAD_CHANGE,2026-05-26T17:15:57+00:00,218.0,7,attack,defend,13808,0,A,NEUTRAL,A overtakes B (+13808)
attack_vs_defend_20260526_174340_r4m2,LEAD_CHANGE,2026-05-26T17:20:37+00:00,498.0,16,attack,defend,21160,21860,B,NEUTRAL,B overtakes A (+700)
attack_vs_defend_20260526_174340_r4m2,LEAD_CHANGE,2026-05-26T17:23:44+00:00,685.0,22,attack,defend,24634,23978,A,NEUTRAL,A overtakes B (+656)
attack_vs_defend_20260526_174340_r4m2,FACTORY_CAPTURE,2026-05-26T17:25:49+00:00,810.0,26,attack,defend,30231,26360,A,A,Factory: neutral -> A
attack_vs_defend_20260526_174340_r4m2,FACTORY_CAPTURE,2026-05-26T17:26:51+00:00,872.0,28,attack,defend,31571,27655,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r4m2,LEAD_CHANGE,2026-05-26T17:28:56+00:00,997.0,32,attack,defend,37757,38095,B,A,B overtakes A (+338)
attack_vs_defend_20260526_174340_r4m2,FACTORY_CAPTURE,2026-05-26T17:28:56+00:00,997.0,32,attack,defend,37757,38095,B,A,Factory: b -> A
attack_vs_defend_20260526_174340_r4m2,LEAD_CHANGE,2026-05-26T17:29:27+00:00,1028.0,33,attack,defend,39195,38963,A,A,A overtakes B (+232)
attack_vs_defend_20260526_174340_r4m2,FACTORY_CAPTURE,2026-05-26T17:33:06+00:00,1247.0,40,attack,defend,53442,47413,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r4m2,FACTORY_CAPTURE,2026-05-26T17:36:13+00:00,1434.0,46,attack,defend,58067,53055,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r4m2,FACTORY_CAPTURE,2026-05-26T17:41:57+00:00,1778.0,57,attack,defend,73107,67391,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r4m2,FACTORY_CAPTURE,2026-05-26T17:47:40+00:00,2121.0,68,attack,defend,84347,74742,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r4m2,FACTORY_CAPTURE,2026-05-26T17:51:19+00:00,2339.0,75,attack,defend,99928,77755,A,B,Factory: neutral -> B
attack_vs_defend_20260526_174340_r4m2,FACTORY_CAPTURE,2026-05-26T18:00:40+00:00,2901.0,93,attack,defend,133624,90807,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r4m2,FACTORY_CAPTURE,2026-05-26T18:05:52+00:00,3213.0,103,attack,defend,158547,95578,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r4m2,FACTORY_CAPTURE,2026-05-26T18:08:28+00:00,3369.0,108,attack,defend,171616,102698,A,A,Factory: neutral -> A
attack_vs_defend_20260526_174340_r4m2,MATCH_END,2026-05-26T18:12:18+00:00,3587.0,115,attack,defend,182502,105485,A,A,winner=A +77017
attack_vs_defend_20260526_174340_r5m1,MATCH_START,2026-05-26T18:15:56+00:00,0.0,0,attack,defend,0,0,TIE,NEUTRAL,match started
attack_vs_defend_20260526_174340_r5m1,LEAD_CHANGE,2026-05-26T18:19:34+00:00,218.0,7,attack,defend,0,13748,B,NEUTRAL,B overtakes A (+13748)
attack_vs_defend_20260526_174340_r5m1,LEAD_CHANGE,2026-05-26T18:27:22+00:00,685.0,22,attack,defend,29360,26436,A,NEUTRAL,A overtakes B (+2924)
attack_vs_defend_20260526_174340_r5m1,LEAD_CHANGE,2026-05-26T18:27:53+00:00,717.0,23,attack,defend,26004,26870,B,NEUTRAL,B overtakes A (+866)
attack_vs_defend_20260526_174340_r5m1,LEAD_CHANGE,2026-05-26T18:28:24+00:00,748.0,24,attack,defend,27368,27324,A,NEUTRAL,A overtakes B (+44)
attack_vs_defend_20260526_174340_r5m1,FACTORY_CAPTURE,2026-05-26T18:29:57+00:00,841.0,27,attack,defend,34126,26180,A,B,Factory: neutral -> B
attack_vs_defend_20260526_174340_r5m1,FACTORY_CAPTURE,2026-05-26T18:38:48+00:00,1372.0,44,attack,defend,64565,57116,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r5m1,FACTORY_CAPTURE,2026-05-26T18:43:29+00:00,1652.0,53,attack,defend,85710,66366,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r5m1,FACTORY_CAPTURE,2026-05-26T18:44:31+00:00,1715.0,55,attack,defend,90246,69599,A,B,Factory: neutral -> B
attack_vs_defend_20260526_174340_r5m1,FACTORY_CAPTURE,2026-05-26T18:47:38+00:00,1902.0,61,attack,defend,91416,75386,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r5m1,LEAD_CHANGE,2026-05-26T18:49:45+00:00,2027.0,65,attack,defend,90205,90320,B,A,B overtakes A (+115)
attack_vs_defend_20260526_174340_r5m1,LEAD_CHANGE,2026-05-26T18:50:16+00:00,2060.0,66,attack,defend,96253,90029,A,A,A overtakes B (+6224)
attack_vs_defend_20260526_174340_r5m1,FACTORY_CAPTURE,2026-05-26T18:51:18+00:00,2122.0,68,attack,defend,99541,90785,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r5m1,FACTORY_CAPTURE,2026-05-26T18:54:57+00:00,2341.0,75,attack,defend,110426,101706,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r5m1,FACTORY_CAPTURE,2026-05-26T18:57:02+00:00,2466.0,79,attack,defend,116440,108254,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r5m1,FACTORY_CAPTURE,2026-05-26T19:06:25+00:00,3029.0,97,attack,defend,141055,119767,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r5m1,FACTORY_CAPTURE,2026-05-26T19:11:06+00:00,3310.0,106,attack,defend,167128,127856,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r5m1,FACTORY_CAPTURE,2026-05-26T19:15:16+00:00,3560.0,114,attack,defend,186022,135448,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r5m1,MATCH_END,2026-05-26T19:15:55+00:00,3591.0,115,attack,defend,188254,136732,A,A,winner=A +51522
attack_vs_defend_20260526_174340_r5m2,MATCH_START,2026-05-26T19:19:31+00:00,0.0,0,attack,defend,0,0,TIE,NEUTRAL,match started
attack_vs_defend_20260526_174340_r5m2,LEAD_CHANGE,2026-05-26T19:22:38+00:00,188.0,6,attack,defend,0,6100,B,NEUTRAL,B overtakes A (+6100)
attack_vs_defend_20260526_174340_r5m2,FACTORY_CAPTURE,2026-05-26T19:33:01+00:00,811.0,26,attack,defend,18342,39500,B,B,Factory: neutral -> B
attack_vs_defend_20260526_174340_r5m2,FACTORY_CAPTURE,2026-05-26T19:42:54+00:00,1404.0,45,attack,defend,48100,65842,B,A,Factory: b -> A
attack_vs_defend_20260526_174340_r5m2,FACTORY_CAPTURE,2026-05-26T19:48:06+00:00,1716.0,55,attack,defend,61940,79022,B,B,Factory: a -> B
attack_vs_defend_20260526_174340_r5m2,FACTORY_CAPTURE,2026-05-26T19:51:44+00:00,1934.0,62,attack,defend,78064,86645,B,A,Factory: b -> A
attack_vs_defend_20260526_174340_r5m2,LEAD_CHANGE,2026-05-26T19:54:20+00:00,2090.0,67,attack,defend,89734,89064,A,A,A overtakes B (+670)
attack_vs_defend_20260526_174340_r5m2,FACTORY_CAPTURE,2026-05-26T19:55:22+00:00,2152.0,69,attack,defend,95447,91364,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r5m2,LEAD_CHANGE,2026-05-26T19:55:53+00:00,2183.0,70,attack,defend,91512,92604,B,B,B overtakes A (+1092)
attack_vs_defend_20260526_174340_r5m2,LEAD_CHANGE,2026-05-26T19:56:56+00:00,2246.0,72,attack,defend,94364,90220,A,B,A overtakes B (+4144)
attack_vs_defend_20260526_174340_r5m2,FACTORY_CAPTURE,2026-05-26T19:58:29+00:00,2339.0,75,attack,defend,96636,92280,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r5m2,FACTORY_CAPTURE,2026-05-26T20:01:05+00:00,2495.0,80,attack,defend,114352,95041,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r5m2,FACTORY_CAPTURE,2026-05-26T20:05:15+00:00,2745.0,88,attack,defend,129207,103309,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r5m2,FACTORY_CAPTURE,2026-05-26T20:07:51+00:00,2901.0,93,attack,defend,138043,107323,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r5m2,FACTORY_CAPTURE,2026-05-26T20:12:01+00:00,3151.0,101,attack,defend,158713,117855,A,A,Factory: b -> A
attack_vs_defend_20260526_174340_r5m2,FACTORY_CAPTURE,2026-05-26T20:16:10+00:00,3400.0,109,attack,defend,178393,121182,A,B,Factory: a -> B
attack_vs_defend_20260526_174340_r5m2,MATCH_END,2026-05-26T20:19:30+00:00,3587.0,115,attack,defend,181642,127334,A,B,winner=A +54308
